NOC_CODE,OASIS_LABEL,Reading Comprehension,Writing,Numeracy,Digital Literacy,Oral Communication: Active Listening,Oral Communication: Oral Comprehension,Oral Communication: Oral Expression,Critical Thinking,Decision Making,Evaluation,Learning and Teaching Strategies,Problem Solving,Systems Analysis,Digital Production,Preventative Maintenance,Equipment and Tool Selection,Operation and Control,Operation Monitoring of Machinery and Equipment,Quality Control Testing,Repairing,Setting up,Product Design,Troubleshooting,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Monitoring,Time Management,Coordinating,Instructing,Negotiating,Persuading,Social Perceptiveness,Categorization Flexibility,Deductive Reasoning,Fluency of Ideas,Inductive Reasoning,Information Ordering,Mathematical Reasoning,Memorizing,Multitasking,Numerical Ability,Pattern Identification,Pattern Organization Speed,Perceptual Speed,Problem Identification,Selective Attention,Spatial Orientation,Spatial Visualization,Verbal Ability,Written Comprehension,Written Expression,Body Flexibility,Dynamic Strength,Explosive Strength,Gross Body Coordination,Gross Body Equilibrium,Multi-Limb Coordination,Stamina,Static Strength,Trunk Strength,Arm-Hand Steadiness,Control of Settings,Finger Dexterity,Manual Dexterity,Multi-Signal Response,Rate Control,Reaction Time,Speed of Limb Movement,Finger-Hand-Wrist Motion,Auditory Attention,Depth Perception,Far Vision,Glare Tolerance,Hearing Sensitivity,Near Vision,Night Vision,Peripheral Vision,Speech Clarity,Speech Recognition,Sound Localization,Colour Perception,Total_Impact_0_1,Total_Impact_%
5211,Broadcast technicians,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2,3,3,2,2,2,3,2,2,3,3,4,3,3,1,3,3,3,2,1,1,0,1,1,3,1,2,2,2,3,3,2,3,2,3,1,2,4,3,1,1,4,4,1,1,2,3,1,4,0.5039018952062431,50.39
5211,Costumiers,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,3,2,2,1,2,1,1,2,2,2,2,2,0,3,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,3,1,1,1,0,2,1,2,2,0,2,3,0,0,2,1,0,3,0.3007803790412487,30.08
5211,Film and video camera operators,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2,2,3,2,2,2,3,3,2,3,3,3,2,3,2,4,3,2,2,2,2,0,3,2,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,5,3,3,4,3,2,2,3,1,5,0.49453734671125993,49.45
5211,Floor managers,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3,3,3,3,3,2,3,4,2,3,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,0,1,1,2,2,2,2,1,0,1,1,1,2,2,4,1,2,3,3,2,5,5,1,3,0.4771460423634338,47.71
5211,Gaffers and lighting technicians,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3,3,2,3,3,2,3,3,2,3,3,4,3,3,3,5,3,2,2,4,4,2,3,4,3,3,4,4,3,3,3,3,4,2,3,4,4,3,3,4,3,3,4,3,3,2,2,3,5,0.5545150501672245,55.45
5211,Graphic arts technicians,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3,3,4,2,3,2,3,2,3,2,3,2,3,3,0,5,3,3,3,0,0,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,2,2,0,2,0,2,3,0,0,3,2,0,4,0.42764771460423645,42.76
5211,Key grips,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,5,3,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,3,1,1,3,3,3,3,3,2,3,4,3,2,3,3,0.5134894091415833,51.35
5211,Make-up artists,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2,2,3,2,2,2,2,1,2,2,3,2,2,3,0,4,2,2,2,2,2,0,2,2,3,2,2,3,4,2,4,4,0,0,0,2,3,2,3,2,2,2,3,0,0,2,3,0,5,0.3745819397993311,37.46
5211,Settings shop foremen and property masters,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,5,3,3,3,2,3,1,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,4,3,2,3,2,2,3,3,1,4,0.5589743589743594,55.9
5211,Stunt co-ordinators and special effects technicians,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,4,2,4,4,2,3,3,4,4,3,4,5,3,3,3,3,3,2,3,4,3,3,4,4,3,4,3,3,4,2,4,4,4,3,3,4,3,3,4,4,3,4,2,3,5,0.5964325529542923,59.64
5212,Graphic designers,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3,2,5,2,3,2,2,2,2,2,2,1,2,3,0,4,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,1,1,1,3,0,0,4,0,0,3,3,0,5,0.42764771460423656,42.76
5212,Illustrators,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3,2,5,2,3,2,2,2,1,2,3,2,2,3,0,4,3,2,3,0,0,0,0,0,1,0,0,0,3,3,3,3,0,0,0,0,3,1,1,3,0,2,4,0,0,2,2,0,5,0.4004459308807137,40.04
5212,Interior designers and interior decorators,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,2,3,2,2,5,3,3,3,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,2,3,0,0,3,0,0,3,3,0,5,0.45774804905239685,45.77
5310,Conservation and restoration technicians,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3,3,3,3,3,2,3,2,2,3,2,3,3,3,0,3,3,3,3,2,2,0,2,2,2,1,2,2,3,3,4,3,2,1,1,0,3,1,3,3,0,2,5,0,0,3,3,0,4,0.4630992196209588,46.31
5310,"Curatorial assistants, museum extension officers, museology technicians and museum registrars and cataloguers",3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,3,3,4,3,3,2,2,3,2,2,2,3,0,3,3,3,4,2,2,0,2,2,2,2,2,2,3,1,2,2,1,1,1,0,1,3,3,3,0,2,3,0,1,3,3,0,2,0.44459308807134884,44.46
5310,Museum interpreters,2.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2,2,2,2,2,0,3,2,1,1,1,1,2,1,2,1,3,2,1,1,1,0,2,1,2,3,1,2,1,1,1,1,0,0,0,1,1,1,1,2,0,1,2,0,1,4,3,0,1,0.2626532887402453,26.27
5310,Preparators and picture framers,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3,3,3,3,4,3,3,2,2,3,1,3,3,3,1,4,3,3,3,2,2,0,2,2,2,2,2,2,4,3,4,4,2,2,1,2,3,1,3,3,0,0,4,0,0,3,2,0,4,0.4800445930880713,48.0
5310,Taxidermists,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3,3,3,3,3,3,3,2,2,3,3,3,2,3,1,3,3,3,3,2,2,1,2,2,3,2,2,2,3,3,4,3,2,2,1,1,2,1,3,2,0,2,3,0,0,2,2,0,4,0.4651059085841696,46.51
5311,Camera crane operators,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2,2,2,2,2,1,3,4,1,3,2,3,2,3,4,4,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,2,2,3,2,3,0.4321070234113714,43.21
5311,Dressers,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2,2,3,2,2,1,1,1,1,2,1,1,2,2,0,2,2,2,1,2,2,0,2,2,2,2,2,2,3,3,3,3,1,1,1,1,2,1,2,2,0,2,3,1,0,2,1,0,3,0.28918617614269804,28.92
5311,Grips and riggers,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2,2,2,2,2,1,2,3,1,2,2,3,2,3,4,4,2,1,1,3,3,2,5,5,4,4,3,4,3,3,3,3,4,3,3,3,3,3,5,3,4,3,2,3,4,1,1,3,2,0.3991081382385731,39.91
5311,Motion picture projectionists,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2,1,2,2,0,1,2,1,2,1,3,2,3,1,3,1,2,2,1,1,0,2,0,3,1,2,2,3,3,3,3,2,3,3,1,2,3,3,3,2,3,3,4,1,2,2,3,3,0.3426978818283167,34.27
5311,Photographers,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3,2,4,2,2,1,2,3,0,3,3,3,3,3,2,4,3,2,2,3,1,0,2,2,3,1,2,2,3,3,3,3,2,3,3,0,2,2,4,4,2,2,3,1,1,2,2,0,5,0.43232998885172813,43.23
5311,Production assistants,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2,2,2,2,3,2,3,3,2,2,2,2,2,2,1,1,3,3,3,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,2,3,1,0,4,4,1,1,0.36833890746934217,36.83
5311,Props persons and set builders,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,3,1,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,4,3,2,3,2,2,3,3,1,4,0.5121516164994429,51.22
5311,Scripts assistants,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2,2,1,2,3,1,2,3,1,1,2,1,2,2,1,1,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,3,1,0,3,3,1,1,0.27692307692307705,27.69
5312,Acting teachers,3.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2,2,3,2,2,0,3,1,1,2,2,2,2,2,1,2,3,3,3,3,1,0,1,2,1,1,1,2,3,1,1,1,1,0,0,1,1,3,1,2,0,2,2,0,0,4,3,1,1,0.33288740245261994,33.29
5312,Actors and comedians,3.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2,2,3,2,2,0,3,3,0,2,2,2,2,3,2,2,4,3,3,3,3,2,3,3,2,2,2,3,3,0,1,2,1,1,2,3,0,4,1,2,2,2,2,2,1,5,3,1,2,0.3587513935340023,35.88
5312,Art instructors and teachers,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3,2,5,2,3,1,3,2,2,2,2,2,2,3,1,5,3,3,3,2,2,1,1,1,3,1,2,2,4,3,3,5,2,2,2,2,4,2,3,4,0,1,3,0,1,4,3,0,5,0.4432552954292086,44.33
5312,Artistic floral arrangers,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,3,2,2,2,2,1,0,1,2,2,1,2,3,3,1,3,2,1,0,0,0,2,1,2,3,0,0,2,0,0,2,2,0,5,0.3177257525083612,31.77
5312,Carvers,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2,2,3,2,2,2,2,2,1,1,2,1,1,1,0,3,2,2,2,3,3,2,2,1,3,2,2,3,4,3,5,4,2,3,3,1,3,2,3,2,0,0,3,0,0,2,2,0,4,0.375696767001115,37.57
5312,Circus and other performers,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2,2,3,2,1,0,5,3,1,2,2,2,2,3,4,3,2,1,1,5,4,4,5,5,3,4,4,5,5,0,3,4,3,3,4,5,3,4,3,3,3,2,2,3,5,3,3,1,2,0.38350055741360095,38.35
5312,Craft instructors,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2,2,3,2,2,1,3,2,1,1,2,1,2,1,0,2,3,2,2,1,1,0,1,2,2,1,1,1,2,1,2,2,1,0,0,0,1,1,2,2,0,1,2,0,1,3,2,0,3,0.3400222965440357,34.0
5312,Dance teachers,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2,2,3,2,2,0,3,2,1,2,4,3,2,2,2,2,3,2,2,5,5,3,5,5,5,5,3,5,4,0,2,2,2,2,1,5,1,2,4,2,2,2,1,0,2,4,3,0,2,0.39442586399108154,39.44
5312,Dancers,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2,1,2,1,2,0,3,1,1,2,3,2,1,2,3,2,2,1,1,5,5,5,5,5,5,5,3,5,4,0,2,2,2,2,3,5,1,2,4,2,2,3,1,0,3,2,2,0,2,0.32129319955406926,32.13
5312,Exhibit designers,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,5,2,3,2,2,3,3,3,3,2,3,1,2,4,3,3,3,0,0,0,1,2,2,1,0,0,1,2,2,2,1,0,0,0,1,2,2,3,0,1,3,0,0,3,3,0,4,0.44013377926421404,44.01
5312,Fashion designers,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,2,5,2,3,2,2,2,2,3,1,2,2,3,0,3,3,3,3,1,0,0,0,0,1,0,0,1,3,2,3,2,0,1,0,0,1,2,2,3,0,2,3,0,0,2,3,0,3,0.42809364548495005,42.81
5312,Glass blowers,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2,3,2,2,2,2,2,1,2,2,3,2,4,3,4,1,1,1,3,3,2,3,2,3,3,3,3,4,4,4,4,3,4,4,4,5,3,3,3,3,3,3,2,2,2,2,2,5,0.42497212931995554,42.5
5312,Instrument makers,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,4,1,1,1,3,3,0,3,1,3,3,2,3,4,3,5,4,2,3,3,2,3,2,3,2,0,5,4,1,0,2,2,2,4,0.38840579710144957,38.84
5312,Metal art workers,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,3,2,2,2,2,2,1,2,2,2,2,3,1,3,1,1,1,2,3,2,0,0,2,1,2,2,5,3,5,3,2,3,3,1,4,2,3,2,1,2,4,0,0,1,1,0,3,0.349386845039019,34.94
5312,Painters,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3,2,5,2,3,1,1,1,1,3,2,2,2,3,1,5,2,2,2,1,3,0,1,1,3,1,2,2,4,3,3,5,2,2,2,2,4,2,3,4,0,0,3,0,1,2,2,0,5,0.3971014492753625,39.71
5312,"Patternmakers - textile, leather and fur products",2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3,3,4,3,3,3,3,3,3,3,3,3,2,3,1,4,2,2,2,2,2,1,2,2,3,2,2,2,4,3,3,4,2,2,2,1,4,2,3,3,0,3,4,0,1,2,2,0,2,0.46064659977703476,46.06
5312,Potters,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,3,2,2,1,1,1,1,2,1,2,2,3,2,4,2,2,2,3,3,1,3,2,4,3,3,3,5,4,4,4,3,4,3,3,5,1,3,2,0,2,3,0,1,2,2,0,3,0.36410256410256425,36.41
5312,Sculptors,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3,2,5,3,3,1,1,1,1,2,2,3,2,3,3,5,3,2,2,3,4,0,2,1,3,2,3,4,4,3,4,4,2,2,2,1,3,2,3,3,0,0,4,0,0,2,2,0,4,0.4111482720178375,41.11
5312,Stained glass artists,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2,2,3,2,2,2,2,2,1,1,1,1,1,2,0,4,2,1,1,3,2,1,2,1,3,2,2,3,4,3,4,4,2,2,2,1,3,1,3,1,0,0,3,0,0,1,1,0,5,0.33823857302118177,33.82
5312,Theatre designers,3.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,0,2,2,2,3,4,3,2,3,2,1,3,3,1,4,0.5114827201783724,51.15
5312,Weavers,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1,2,1,2,1,1,1,1,2,2,2,2,3,1,3,1,1,1,2,2,1,0,1,3,0,2,2,5,3,5,4,3,2,2,0,5,1,3,1,0,0,3,0,0,1,1,0,4,0.3014492753623188,30.14
5320,Athletes,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,2,1,2,3,1,2,3,3,2,3,4,3,3,2,2,5,5,5,5,5,5,5,5,5,3,0,3,3,3,3,3,5,2,3,3,3,2,3,3,2,3,2,2,2,2,0.4189520624303233,41.9
5320,Coaches,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3,3,4,3,4,2,4,4,2,3,4,3,3,3,2,3,4,3,3,2,3,3,3,4,2,4,3,3,2,0,1,2,0,0,0,1,0,3,3,3,2,2,2,2,2,4,4,2,0,0.5460423634336681,54.6
5320,Sports officials and referees,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2,2,1,2,2,2,3,4,2,4,4,5,3,5,3,2,3,2,2,2,3,2,3,3,2,3,2,3,2,0,2,1,2,1,2,4,0,3,3,5,3,2,2,2,3,3,2,1,2,0.40445930880713504,40.45
5320,Sports scouts,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3,3,2,3,4,2,3,3,2,3,4,3,3,3,2,3,3,3,3,1,2,2,1,2,1,2,2,2,2,0,1,2,0,0,0,1,0,3,3,3,2,2,2,2,2,3,3,0,0,0.45574136008918603,45.57
5410,Fitness appraisers,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2,2,3,2,3,2,2,3,2,2,3,2,3,3,1,2,3,2,2,3,3,2,2,2,2,3,3,3,2,1,1,2,1,1,1,3,0,3,2,2,1,2,2,0,1,3,2,1,1,0.3777034559643257,37.77
